Majority protein IDs,Gene names,Intensity 1_10_0_1,Intensity 2_10_0_2,Intensity 3_10_0_3,Intensity 4_10_001_1,Intensity 5_10_001_2,Intensity 6_10_001_3,Intensity 7_10_01_1,Intensity 8_10_01_2,Intensity 9_10_01_3,Intensity 10_10_1_1,Intensity 11_10_1_2,Intensity 12_10_1_3,Intensity 13_10_10_1,Intensity 14_10_10_2,Intensity 15_10_10_3,Intensity 16_10_100_1,Intensity 17_10_100_2,Intensity 18_10_100_3,Intensity 19_10_1000_1,Intensity 20_10_1000_2,Intensity 21_10_1000_3,Intensity 22_24_0_1,Intensity 23_24_0_2,Intensity 24_24_0_3,Intensity 25_24_001_1,Intensity 26_24_001_2,Intensity 27_24_001_3,Intensity 28_24_01_1,Intensity 29_24_01_2,Intensity 30_24_01_3,Intensity 31_24_1_1,Intensity 32_24_1_2,Intensity 33_24_1_3,Intensity 34_24_10_1,Intensity 35_24_10_2,Intensity 36_24_10_3,Intensity 37_24_100_1,Intensity 38_24_100_2,Intensity 39_24_100_3,Intensity 40_24_1000_1,Intensity 41_24_1000_2,Intensity 42_24_1000_3
P04920,SLC4A2,68341000,56732000,68217000,64597000,50277000,89756000,47615000,61853000,47128000,44916000,16621000,35663000,17500000,39408000,57943000,25231000,24750000,119650000,98036000,70436000,81865000,172070000,221560000,163970000,218360000,192040000,160560000,92836000,162320000,126480000,136150000,265930000,401540000,97416000,132410000,253370000,234070000,261860000,282640000,96275000,63752000,118130000
P05023,ATP1A1,32829000000,26285000000,25925000000,23631000000,21210000000,22124000000,21267000000,22007000000,22059000000,20825000000,17843000000,19033000000,17001000000,16689000000,17658000000,16888000000,18427000000,29152000000,25913000000,17091000000,29850000000,32600000000,34132000000,34498000000,33316000000,30188000000,29878000000,30244000000,32373000000,30816000000,31135000000,34173000000,35816000000,23841000000,34348000000,36385000000,33555000000,34661000000,38919000000,34280000000,32099000000,29401000000
P05026,ATP1B1,5139800000,3943400000,3486800000,3269000000,3125300000,2951800000,3305300000,3348200000,3363900000,3382200000,3170800000,3354600000,2753300000,2891200000,2776400000,2580600000,2679100000,4998200000,4032700000,3083000000,5342500000,5721300000,6347900000,5720400000,5200100000,5173400000,5248100000,5340200000,5471400000,4490600000,4817300000,6980900000,4963600000,3722700000,6436500000,6577800000,5681000000,6386400000,5127200000,6663500000,5582500000,6903800000
P05067,APP,635040000,563580000,453340000,537230000,447940000,439940000,453250000,445960000,347470000,407920000,359570000,403160000,281700000,356420000,323010000,322810000,323300000,719560000,674760000,156600000,659210000,956090000,573010000,674220000,489070000,591650000,478210000,660910000,526260000,418650000,359630000,491040000,640870000,325230000,747830000,492030000,818320000,471070000,601720000,496320000,634510000,559130000
P05091,ALDH2,20898000000,16485000000,14532000000,14593000000,12477000000,13329000000,14426000000,13215000000,13254000000,12782000000,11452000000,11397000000,11850000000,11525000000,11663000000,11809000000,11575000000,22568000000,19998000000,13371000000,21214000000,28160000000,25340000000,27121000000,25309000000,24757000000,24198000000,26284000000,25307000000,25049000000,23199000000,25443000000,27860000000,21577000000,29008000000,28273000000,26813000000,29336000000,27006000000,26759000000,24981000000,29562000000
P05107,ITGB2,623250000,570010000,592300000,513750000,453120000,470840000,553320000,428430000,475790000,504800000,341240000,669700000,391980000,373670000,400200000,412070000,477200000,753200000,626490000,585150000,559030000,446390000,454800000,509930000,422120000,319020000,403590000,371070000,429050000,344630000,226210000,645840000,370130000,279100000,400040000,479590000,432310000,576130000,463470000,678330000,468510000,637930000
P05121,SERPINE1,810020000,610000000,609890000,549690000,622240000,606140000,534660000,645190000,567360000,537760000,392920000,529400000,595660000,495100000,470120000,545480000,576670000,1040000000,502720000,393710000,788340000,1104600000,801850000,1302600000,1056900000,708870000,852100000,1216600000,1237500000,688480000,652780000,1126200000,594090000,231740000,1061100000,1022000000,648300000,1325700000,1266300000,845960000,1067900000,1158800000
P05141,SLC25A5,12298000000,10394000000,11882000000,10142000000,11886000000,6679900000,11082000000,9910100000,13299000000,10355000000,8833200000,11065000000,9805700000,8277400000,9265600000,9726800000,10371000000,14319000000,15385000000,16404000000,14173000000,12201000000,12388000000,10099000000,11626000000,12636000000,12680000000,12843000000,10812000000,10700000000,10520000000,10869000000,7249400000,8530600000,11082000000,11557000000,13531000000,12219000000,11909000000,13556000000,10475000000,14286000000
P05154,SERPINA5,356870000,244920000,260610000,269400000,233970000,190190000,254370000,226960000,199750000,272580000,214160000,180480000,201590000,236490000,162600000,241590000,244750000,2205400000,3022100000,1910000000,1861200000,233840000,2270600000,596470000,2279700000,2437200000,350490000,1990200000,193930000,1738400000,1879200000,1862300000,2325000000,1755200000,2542500000,2288100000,2254000000,1019800000,341960000,318460000,1982300000,326490000
P05156,CFI,885940000,749680000,616840000,436340000,475170000,440630000,463820000,444710000,394630000,434860000,360940000,450810000,512080000,509090000,467300000,460850000,465520000,492930000,442250000,109140000,488810000,649760000,499460000,749840000,550770000,482440000,355250000,581380000,527720000,244260000,263540000,493160000,446480000,196850000,511540000,583000000,352470000,423290000,436710000,273610000,297450000,403210000
P05161,ISG15,3086000000,2918700000,2096500000,2003600000,1536200000,1412600000,1263000000,1362400000,1362200000,2249600000,2010300000,1668900000,2118900000,2116600000,2017800000,1878400000,2077200000,1674200000,909820000,392950000,1788400000,2229200000,611620000,1800800000,1434900000,701140000,810650000,1453000000,1540100000,924630000,629710000,1224300000,705430000,886650000,2222500000,1106900000,900930000,1763400000,708850000,707380000,1306500000,777070000
P05162,LGALS2,671860000,620260000,725340000,709300000,592340000,525140000,550560000,598950000,558120000,517890000,567410000,575590000,443280000,487650000,483840000,542270000,556790000,826140000,902250000,681800000,811390000,562850000,499190000,538860000,453860000,551870000,590410000,499690000,447680000,500640000,391820000,540130000,700350000,347010000,536810000,672820000,647910000,516200000,804070000,825260000,546820000,707090000
P05165,PCCA,2008700000,1614000000,1765600000,1517600000,1446500000,1376900000,1410300000,1540900000,1398600000,1305100000,1260500000,1483500000,1331300000,1241500000,1374800000,1229700000,1372300000,1490600000,1766900000,670200000,2151000000,1607100000,2005700000,1619300000,1419100000,1464600000,1403200000,1194100000,1590400000,1613500000,1514300000,2049800000,2133400000,1087000000,2005600000,2184300000,1634600000,1703900000,2131700000,2202300000,1667000000,2242100000
P05166,PCCB,2829100000,2155400000,1753400000,1763800000,1310900000,1920100000,1785700000,1855200000,1845900000,1307500000,1511400000,1716800000,1376900000,1330000000,1479500000,1776200000,1607400000,2816000000,2521400000,2081200000,2220100000,1926100000,1677100000,2191700000,1908400000,1408500000,1983100000,1925800000,1756900000,1827100000,1623900000,2419300000,2159400000,1153300000,2187600000,2191000000,1813300000,2103300000,1483800000,2591900000,1895900000,2165700000
P05186,ALPL,112510000,79737000,66685000,63969000,45609000,52516000,43208000,70086000,45974000,38877000,53802000,49274000,15742000,14750000,43307000,66119000,41373000,124380000,76711000,91457000,66679000,542070000,580930000,685450000,489730000,301860000,355290000,340530000,474160000,347250000,300350000,307770000,398110000,182050000,399410000,411170000,276690000,223320000,289820000,152330000,201300000,354520000
P05198,EIF2S1,7407900000,5813700000,5418900000,4714700000,4423800000,4878400000,4784100000,4630700000,4708100000,5316600000,5440200000,4591600000,4915400000,4616700000,4711000000,4575200000,4099000000,7977300000,7451000000,4590300000,7069600000,6738900000,7219100000,6462500000,6948000000,6680900000,7131700000,6597800000,6489000000,6510900000,6011900000,7648700000,7202900000,4949200000,7370800000,7379900000,6119500000,6662200000,6904400000,7470100000,5288800000,7749400000
P05362,ICAM1,5434000000,4225400000,4247700000,3968300000,3866300000,4474600000,3937700000,4656300000,4448900000,3497600000,3372000000,3955000000,3449200000,3143200000,3594200000,3748700000,3819200000,6217100000,5357800000,4908900000,5856200000,7493300000,8969500000,8724400000,8736900000,9197300000,8920100000,9096700000,8310700000,7751300000,8912000000,8880400000,10340000000,5337800000,8490900000,10200000000,10759000000,11120000000,11052000000,10472000000,9396800000,10791000000
P05386,RPLP1,4038000000,3147000000,2659300000,2675000000,3886400000,3934800000,3886000000,3169400000,3044200000,3526800000,3040200000,3026400000,3237400000,2999500000,2754200000,2870800000,2842500000,2820700000,3699100000,3418600000,2889800000,4421900000,2865500000,3372300000,3175900000,4524400000,3312600000,3422300000,5807400000,4110900000,3064100000,3628600000,3243900000,2923400000,4202400000,2714900000,3512800000,3722600000,3505200000,2615900000,6404000000,5008200000
P05387,RPLP2,26718000000,23650000000,24026000000,26157000000,28478000000,26512000000,24625000000,23900000000,23320000000,25178000000,21913000000,21690000000,19794000000,19494000000,20299000000,20744000000,19796000000,30381000000,28045000000,33773000000,34209000000,25428000000,24292000000,27890000000,26860000000,28440000000,27103000000,28354000000,28298000000,27523000000,25457000000,27525000000,31117000000,22837000000,29792000000,25287000000,30212000000,33940000000,32696000000,27360000000,26118000000,27437000000
P05388;Q8NHW5,RPLP0;RPLP0P6,33092000000,28868000000,28060000000,27467000000,25767000000,26575000000,25719000000,28134000000,27065000000,25737000000,26348000000,28686000000,25147000000,24036000000,23343000000,25840000000,24439000000,39275000000,36269000000,29977000000,31842000000,34556000000,34184000000,36848000000,32264000000,30584000000,30472000000,32487000000,32779000000,30919000000,30544000000,30746000000,33677000000,26667000000,31276000000,33068000000,39512000000,40622000000,39105000000,39215000000,29633000000,33388000000
P05412,JUN,0,10273000,6831600,0,8420400,6252400,8064700,0,4643400,0,0,0,0,0,0,10352000,0,0,0,0,13036000,0,0,0,0,13639000,0,0,15549000,0,0,8472100,14052000,0,9856400,0,0,0,12474000,0,0,0
P05413,FABP3,161760000,125310000,114260000,17979000,128570000,139120000,163430000,218750000,130330000,139210000,130590000,149990000,142530000,119370000,193120000,145090000,177280000,212940000,104300000,13467000,135280000,190480000,162930000,154060000,151370000,129260000,176020000,114290000,101580000,120950000,140800000,138800000,147600000,67237000,231680000,202700000,215410000,174020000,206340000,204530000,165380000,242730000
P05423,POLR3D,410760000,373190000,322710000,284130000,288030000,302920000,358430000,293910000,331280000,157410000,185040000,262350000,187020000,173620000,231960000,146730000,247990000,497900000,409740000,405680000,436350000,370240000,385520000,316140000,228090000,384040000,385640000,448060000,136710000,329010000,312570000,457390000,354580000,135660000,287390000,264840000,317710000,439140000,502390000,421040000,319750000,400110000
P05455,SSB,14253000000,10746000000,11494000000,12771000000,8440200000,10190000000,9683400000,11017000000,10279000000,8219000000,7736400000,8060500000,8415100000,8279300000,7550000000,7519700000,8771100000,16365000000,12462000000,9685600000,15321000000,20225000000,19187000000,18072000000,17989000000,13454000000,11676000000,17919000000,14598000000,14529000000,11054000000,19831000000,18212000000,11839000000,20071000000,19654000000,14545000000,15744000000,14485000000,16324000000,17378000000,16371000000
P05534;P30447,HLA-A,2062600000,1873500000,1792300000,1266900000,1347100000,1861200000,1501100000,1552000000,1522600000,935560000,1283500000,1490400000,1262100000,1332300000,1247200000,1354900000,1441500000,1389000000,697650000,798250000,1622100000,2254100000,2502500000,2148900000,1504300000,757330000,947570000,1246900000,1380900000,651670000,702840000,874850000,869970000,471210000,697660000,778610000,794830000,2486800000,1150200000,1224100000,1818700000,969390000
P05543,SERPINA7,116420000,79500000,88589000,127640000,30884000,54945000,68266000,48201000,48330000,89460000,82023000,32229000,80494000,38158000,40828000,33301000,94327000,38116000,48177000,56591000,99287000,47301000,115000000,60511000,109790000,36606000,59167000,19106000,16433000,11009000,0,27302000,10056000,17102000,14070000,15801000,23223000,41928000,0,24040000,13524000,43986000
P05546,SERPIND1,175750000,230520000,129910000,72266000,153950000,125140000,171540000,90870000,140070000,187010000,204340000,93925000,138350000,142100000,154040000,187450000,166480000,224980000,199430000,86118000,312620000,155630000,429740000,140780000,158750000,201720000,184560000,101780000,289200000,161130000,93025000,187230000,508530000,142410000,355090000,237690000,129310000,50967000,150670000,363670000,148150000,445440000
P05556,ITGB1,7367400000,7861200000,7442300000,7338200000,5900400000,6516500000,5530800000,5400100000,6017300000,5527300000,5503800000,4928700000,5345900000,4953900000,5494100000,4864300000,4796200000,9000200000,6443400000,5843100000,7156100000,9781000000,9760800000,9592300000,8423000000,9112100000,8348900000,8633600000,8794300000,6708300000,6835400000,8629000000,8605600000,6110000000,11255000000,10081000000,8158800000,9117400000,7836900000,7273400000,8718800000,7445900000
P05783,KRT18,1.32E+11,1.04E+11,94828000000,94833000000,88717000000,85691000000,87913000000,86573000000,91747000000,89617000000,76760000000,82294000000,79168000000,74113000000,77610000000,76629000000,82687000000,1.24E+11,1.14E+11,76584000000,1.38E+11,1.31E+11,1.37E+11,1.38E+11,1.37E+11,1.25E+11,1.11E+11,1.15E+11,1.36E+11,1.26E+11,1.22E+11,1.31E+11,1.18E+11,97254000000,1.36E+11,1.43E+11,1.21E+11,1.29E+11,1.42E+11,1.26E+11,1.14E+11,1.39E+11
P05981,HPN,210020000,289630000,221620000,300450000,184000000,284900000,221940000,163600000,218050000,231870000,229190000,250190000,125360000,274270000,254800000,205340000,238930000,336830000,296040000,172130000,237520000,191160000,259210000,227270000,234790000,142170000,335470000,296140000,238110000,98477000,56861000,271590000,81744000,38745000,226540000,284610000,273800000,301690000,269730000,397080000,174370000,375830000
P06132,UROD,1760100000,1226700000,1316200000,1239900000,1023900000,1330300000,1057200000,1079100000,1016600000,1135200000,1131600000,921780000,1018000000,809460000,1151500000,915090000,1032300000,2812700000,1721400000,1458600000,1958100000,1742300000,1735700000,2450700000,1096700000,1363000000,1190800000,1923500000,1488300000,1204100000,1178400000,1833200000,1992600000,224160000,1755500000,1802600000,1615200000,2257000000,1858100000,1861400000,1353000000,2480900000
P06213,INSR,1145500000,1108300000,911350000,652980000,615410000,688160000,656870000,653290000,642490000,486490000,557830000,672730000,599680000,521040000,605050000,566030000,592770000,366970000,693550000,669170000,967300000,1143500000,733800000,809790000,896380000,812920000,889870000,922700000,952650000,744450000,692670000,1167100000,481120000,622910000,953190000,923820000,355420000,1070200000,325800000,612390000,537930000,1332000000
P06239,LCK,44664000,19680000,12950000,15205000,3230300,0,24147000,28974000,31909000,0,10102000,12603000,917820,1597500,10426000,0,15467000,18359000,21413000,35997000,7838700,12028000,14534000,21548000,10489000,12361000,22626000,18324000,13238000,22120000,21167000,19466000,29964000,14162000,11023000,46074000,20744000,53567000,17202000,11033000,15361000,0
P06280,GLA,185380000,129660000,94808000,115220000,133240000,88148000,84916000,79719000,110990000,97469000,87936000,132210000,100270000,65629000,110610000,94480000,68653000,112850000,90885000,65792000,191980000,53721000,58019000,40186000,32466000,83617000,97724000,113450000,26122000,33816000,31651000,87158000,75555000,4072000,46617000,57177000,59284000,89038000,119640000,45674000,55909000,118040000
P06400,RB1,403530000,243180000,255160000,211280000,217400000,231630000,200580000,175320000,201880000,142440000,168360000,184950000,191500000,208180000,242880000,260740000,230360000,287470000,189200000,322770000,246360000,280090000,270460000,318530000,234820000,221720000,343320000,225110000,83583000,51427000,91868000,289410000,263850000,97956000,222970000,396760000,205410000,322210000,285930000,324630000,90088000,272930000
P06454,PTMA,1165000000,1450400000,818450000,637880000,342900000,306110000,351580000,272830000,415740000,447750000,424020000,237540000,354350000,314210000,292360000,266840000,317610000,454680000,500320000,685190000,435150000,736690000,756690000,890370000,787410000,569190000,520620000,499530000,922750000,687820000,792620000,658030000,641240000,655120000,738440000,759970000,648780000,283170000,271550000,48470000,295200000,339390000
