Majority protein IDs,Gene names,Intensity 1_10_0_1,Intensity 2_10_0_2,Intensity 3_10_0_3,Intensity 4_10_001_1,Intensity 5_10_001_2,Intensity 6_10_001_3,Intensity 7_10_01_1,Intensity 8_10_01_2,Intensity 9_10_01_3,Intensity 10_10_1_1,Intensity 11_10_1_2,Intensity 12_10_1_3,Intensity 13_10_10_1,Intensity 14_10_10_2,Intensity 15_10_10_3,Intensity 16_10_100_1,Intensity 17_10_100_2,Intensity 18_10_100_3,Intensity 19_10_1000_1,Intensity 20_10_1000_2,Intensity 21_10_1000_3,Intensity 22_24_0_1,Intensity 23_24_0_2,Intensity 24_24_0_3,Intensity 25_24_001_1,Intensity 26_24_001_2,Intensity 27_24_001_3,Intensity 28_24_01_1,Intensity 29_24_01_2,Intensity 30_24_01_3,Intensity 31_24_1_1,Intensity 32_24_1_2,Intensity 33_24_1_3,Intensity 34_24_10_1,Intensity 35_24_10_2,Intensity 36_24_10_3,Intensity 37_24_100_1,Intensity 38_24_100_2,Intensity 39_24_100_3,Intensity 40_24_1000_1,Intensity 41_24_1000_2,Intensity 42_24_1000_3
Q96A72,MAGOHB,3750400000,3258700000,3127000000,3097600000,2733000000,3173400000,2857100000,2966900000,3077900000,2290200000,1925000000,2671200000,2271300000,2009000000,2404900000,2103800000,2147600000,4418700000,3378700000,2433100000,4681500000,3613800000,3866800000,3970900000,3748900000,4335200000,3988600000,3235300000,3199400000,3064000000,2331000000,3744200000,2985900000,2001000000,3782900000,3952300000,4080400000,4986100000,5079100000,4989500000,2941500000,4564500000
Q96A73,KIAA1191,45071000,51113000,18834000,16189000,12575000,26636000,32467000,22448000,24315000,18594000,32929000,19770000,20245000,24327000,20340000,10102000,17350000,30849000,23852000,5033200,38916000,32067000,68976000,41514000,83789000,26861000,22100000,21341000,50771000,10998000,28781000,16940000,11848000,25081000,75578000,50759000,18244000,23686000,14752000,20594000,41307000,61668000
Q96AA3,RFT1,309250000,161110000,144650000,137380000,91134000,133520000,111420000,134040000,74604000,114860000,69235000,71245000,39629000,46835000,97106000,25544000,32183000,209890000,156730000,59713000,222670000,242690000,185400000,309310000,174700000,73281000,61434000,126940000,262790000,178690000,83120000,186880000,93445000,139410000,164970000,192360000,186910000,281020000,242840000,80298000,233590000,167220000
Q96AB3,ISOC2,1288100000,1040900000,843540000,1025900000,1293400000,1159800000,1176400000,1241500000,1113100000,1272100000,748570000,1045900000,1048400000,922790000,851090000,1074800000,1136000000,1674700000,1346700000,1380200000,1552400000,1192300000,1018400000,1444400000,1394400000,1025000000,731950000,1282400000,1049900000,1310800000,1140300000,1585600000,1649900000,687050000,1110300000,1714400000,1691300000,1883700000,1426000000,1140500000,1765700000,1794500000
Q96AB6,NTAN1,83907000,107460000,58106000,57496000,68010000,83809000,86157000,69334000,92923000,33328000,81965000,87474000,31176000,52965000,78350000,37802000,58575000,133220000,122850000,38245000,127470000,64220000,43254000,139510000,76587000,92497000,44183000,107990000,67293000,52576000,109650000,86673000,103610000,42749000,77930000,61039000,86320000,125620000,125110000,114460000,107530000,169790000
Q96AC1,FERMT2,1005700000,878970000,759930000,647570000,918790000,1125100000,645080000,880020000,678710000,736670000,589590000,785550000,544830000,2142900000,464380000,510980000,543910000,831610000,969800000,625540000,943060000,1194100000,1125700000,1016000000,983070000,782610000,675170000,693620000,853270000,523460000,561180000,853570000,4271800000,672810000,806470000,840810000,591270000,857630000,1134600000,648630000,890220000,734970000
Q96AD5,PNPLA2,221030000,143040000,202170000,177090000,146990000,150360000,140760000,137110000,239210000,185920000,139130000,75706000,178890000,80592000,133680000,159130000,144330000,292160000,209140000,274270000,268370000,345820000,320890000,351690000,179100000,270050000,238260000,224340000,246340000,237190000,254870000,379390000,315550000,251370000,361910000,268840000,266080000,306780000,277050000,383120000,406760000,416790000
Q96AE4,FUBP1,10602000000,9340100000,8317500000,8429500000,7155300000,7286800000,7738200000,6991700000,7281300000,6176200000,6905000000,6041300000,6618900000,5649100000,6272000000,6419000000,6548300000,10195000000,8662900000,5593500000,10289000000,10199000000,10065000000,11106000000,9369300000,9935400000,9926700000,9598700000,9723900000,8755300000,8739600000,11309000000,12320000000,7908700000,9768600000,10162000000,9383900000,10646000000,11697000000,12738000000,11120000000,11734000000
Q96AE7,TTC17,508380000,460610000,415620000,445740000,408770000,372590000,394240000,258040000,394750000,375390000,383770000,351900000,324160000,299100000,327140000,380970000,356090000,557220000,458140000,288060000,609550000,534160000,521250000,503710000,689790000,391440000,458040000,433990000,502800000,450680000,404570000,563010000,634050000,308020000,736130000,756830000,663310000,692210000,709620000,835590000,669360000,810890000
Q96AG3,SLC25A46,12275000,0,10936000,11661000,8641800,0,11285000,4580500,9889800,4280800,3305600,7326900,0,3748500,6853500,0,0,20659000,19302000,0,36791000,11055000,46145000,0,37131000,9650100,77599000,19658000,20635000,30895000,20696000,10861000,0,19682000,27742000,10477000,0,53962000,0,21266000,18533000,36184000
Q96AG4,LRRC59,27293000000,21879000000,19103000000,18816000000,18514000000,18597000000,18431000000,17471000000,17142000000,21016000000,17366000000,16591000000,17379000000,14406000000,18029000000,17744000000,17668000000,31755000000,20447000000,21094000000,24810000000,28217000000,33282000000,30037000000,30347000000,23927000000,23628000000,26169000000,28718000000,27990000000,27557000000,31132000000,26815000000,24425000000,32557000000,32054000000,27364000000,26665000000,27835000000,26215000000,27061000000,24936000000
Q96AJ9,VTI1A,7875500,115730000,7912500,120140000,58837000,47008000,36975000,22724000,49305000,6646000,72113000,7164400,46289000,62202000,30809000,5743900,63437000,105240000,107740000,179130000,124580000,119840000,197150000,107590000,60661000,108790000,155080000,8090400,137270000,100480000,65857000,148340000,105240000,55936000,124850000,6618100,49867000,100290000,165950000,13957000,12945000,109920000
Q96AN5,TMEM143,12088000,0,0,0,0,19089000,0,0,25856000,0,10824000,17863000,5710100,20492000,24717000,8381500,4305000,36255000,9430200,29499000,42440000,0,41438000,24289000,14539000,0,0,0,6747800,4242300,25495000,26573000,14014000,16158000,14309000,12039000,0,0,0,0,0,0
Q96AP0,ACD,46422000,51170000,60585000,45084000,49079000,67104000,15230000,27559000,42447000,26701000,20425000,7490300,11768000,6049500,16839000,13031000,7079500,47915000,69173000,19940000,1354400000,29606000,21652000,20449000,48012000,22894000,1158000000,35727000,25122000,27973000,41968000,39245000,55406000,26907000,25761000,51447000,64164000,54875000,84616000,42525000,2766700000,3471400000
Q96AP7,ESAM,36840000,23294000,16819000,8052300,9065800,9435500,25474000,9555100,16021000,5495800,0,9446100,0,15573000,13763000,0,23508000,29485000,18126000,16030000,47412000,72582000,70627000,99560000,57878000,84478000,95500000,77859000,54068000,84792000,86461000,56918000,47354000,32662000,72475000,54437000,76024000,122140000,46244000,28707000,55331000,51840000
Q96AQ6,PBXIP1,1100600000,876000000,855070000,760660000,847630000,1016100000,789850000,869810000,711030000,662140000,593180000,656590000,518600000,554290000,476040000,590080000,622250000,864770000,788340000,420790000,1101700000,1074200000,1139800000,1436200000,942390000,1224400000,1226300000,1099500000,1279400000,1051500000,939840000,1839500000,1489600000,838540000,1386600000,1368500000,1391800000,1493500000,1455000000,2185800000,1965600000,1999400000
Q96AQ8,MCUR1,77552000,63745000,43641000,67140000,27627000,48739000,74812000,17383000,71419000,69673000,47046000,19129000,26661000,38144000,46014000,32866000,42998000,71944000,124460000,0,126810000,151420000,95159000,116970000,90278000,104010000,149690000,146170000,73003000,118060000,112550000,211540000,65225000,123650000,124300000,86172000,29806000,131090000,85017000,102330000,54317000,118300000
Q96AT1,KIAA1143,127340000,122360000,55490000,107590000,78012000,66077000,78237000,68400000,64707000,75419000,61982000,56034000,75555000,75996000,67562000,64102000,48095000,103700000,132330000,100740000,93834000,44212000,73223000,39843000,69769000,28820000,18752000,50147000,64960000,30112000,0,63874000,31488000,20951000,71168000,68962000,64584000,38310000,35823000,54062000,25912000,73519000
Q96AT9,RPE,2068000000,1792200000,1905700000,1473500000,1378400000,1443900000,1169200000,1394100000,1363600000,1304500000,1397600000,1562100000,1126400000,1218900000,1450900000,1316200000,1271300000,1844400000,1441400000,1208500000,1434100000,1196200000,1324600000,1470200000,1368600000,1706900000,1251100000,1539900000,1504000000,1695700000,1460300000,1347900000,1227100000,589910000,1211600000,1084300000,1161200000,1561700000,1391200000,1675600000,1569100000,1691700000
Q96AX1,VPS33A,527900000,572040000,398860000,462910000,289800000,366280000,431740000,323110000,316470000,405560000,426020000,247470000,351690000,360650000,369300000,436670000,355630000,509090000,531150000,350260000,490760000,680870000,595420000,536260000,542370000,415570000,660670000,618470000,388390000,538670000,414500000,480780000,363750000,381870000,419200000,559940000,488790000,559380000,740660000,734790000,398250000,529510000
Q96AX9,MIB2,108500000,51746000,41927000,44071000,61870000,90016000,19999000,28451000,30236000,9206600,9500400,18861000,15280000,8107400,18632000,46210000,46463000,89031000,31935000,41962000,96687000,66119000,146610000,83771000,87160000,119940000,82692000,122770000,66296000,65155000,23978000,25863000,56298000,46557000,54488000,33694000,48998000,162950000,81917000,178200000,136270000,114220000
Q96AY3,FKBP10,4445100000,3368800000,3536100000,3135500000,3322400000,3419100000,3774700000,2947000000,3161700000,3229200000,2570000000,2834700000,3194700000,2884900000,3356500000,2888500000,2675100000,4352000000,3649200000,3233900000,3982300000,2513100000,3012600000,3284600000,2337100000,2604500000,2429300000,2839400000,1977900000,2092300000,2335200000,2871400000,3575100000,1257100000,2429400000,2470200000,2211400000,3150000000,3433800000,2748600000,2757600000,3455100000
Q96AY4,TTC28,184940000,125380000,92362000,174960000,136970000,133190000,117170000,184040000,96243000,172100000,139820000,151000000,139010000,59042000,98750000,126760000,112260000,187900000,159180000,151750000,172570000,181650000,224650000,118730000,74776000,151490000,94482000,181950000,78511000,106390000,87952000,185230000,156240000,83314000,151440000,137750000,130960000,198640000,193720000,279560000,134400000,153790000
Q96AZ6,ISG20,111930000,62504000,52005000,13245000,36667000,78367000,29234000,76503000,59519000,26569000,39413000,17068000,24662000,16721000,28543000,36276000,45245000,100480000,93589000,57814000,93163000,80655000,73122000,104870000,52362000,132860000,130490000,56736000,143030000,158140000,96734000,89154000,88184000,64306000,183790000,79170000,107590000,89326000,196820000,139580000,145190000,128020000
Q96B01,RAD51AP1,71209000,73560000,26203000,28542000,22203000,17911000,40792000,34115000,48032000,21864000,17255000,8925100,26208000,18189000,38720000,16245000,17177000,74012000,85589000,62327000,51542000,57283000,19618000,43637000,43805000,23767000,30517000,22252000,38836000,24370000,0,55907000,35323000,42878000,66913000,23579000,22086000,9064800,0,15128000,5656400,39338000
Q96B21,TMEM45B,288680000,355060000,219570000,239870000,228330000,170280000,174590000,210440000,197250000,193820000,191120000,136700000,173180000,125510000,164950000,160750000,166510000,321640000,231350000,20306000,238990000,462360000,437890000,440950000,453000000,409710000,317720000,385500000,146990000,97684000,244520000,590630000,114770000,100480000,576870000,573000000,0,334780000,364610000,104020000,318540000,265110000
Q96B23,C18orf25,0,24190000,0,22223000,23963000,0,0,0,0,0,0,28958000,0,0,19252000,0,0,0,0,0,0,0,0,0,0,0,27459000,26654000,14938000,0,0,0,0,0,0,0,0,81650000,72149000,57699000,0,0
Q96B26,EXOSC8,1051400000,805600000,922940000,934960000,788820000,839770000,854290000,803300000,1048500000,620270000,585530000,781340000,541200000,417380000,520150000,748570000,729790000,1345700000,1182700000,673480000,878140000,1013200000,1203400000,966630000,872030000,753940000,1072700000,849870000,791500000,900060000,797860000,794970000,671630000,678350000,767910000,784980000,1094300000,937170000,1082300000,1191300000,580850000,981280000
Q96B36,AKT1S1,383240000,328490000,397150000,338020000,274620000,279870000,261320000,287070000,207900000,235200000,264450000,243940000,285480000,235880000,270260000,311380000,312290000,373030000,359450000,288350000,365640000,662800000,475350000,465270000,453990000,466250000,458660000,426810000,555390000,197710000,211310000,337730000,311400000,292180000,531320000,525110000,263690000,629630000,303610000,271030000,422510000,496530000
Q96B45,C10orf32,304450000,124520000,188240000,128160000,162170000,199040000,183590000,188770000,149780000,162800000,116630000,186390000,124680000,78268000,119950000,147850000,110110000,106070000,106780000,78708000,274310000,150550000,212250000,113030000,139420000,166990000,122550000,103400000,133740000,104790000,138420000,109020000,116700000,173690000,110930000,259650000,207450000,205570000,188250000,284730000,272930000,185770000
Q96B49,TOMM6,769360000,792220000,341870000,809260000,732990000,707330000,832620000,741200000,131290000,18062000,406320000,189620000,218890000,232450000,214540000,188330000,173600000,1123300000,452420000,451310000,1370400000,416980000,721220000,757990000,783890000,810120000,717280000,792100000,771390000,452070000,937190000,809490000,809230000,632220000,403670000,825180000,1288900000,1593600000,1278600000,1239100000,1200500000,694460000
Q96B54,ZNF428,232810000,172850000,185480000,186860000,199140000,219680000,176030000,225930000,180090000,148870000,153610000,170240000,147210000,150960000,155270000,149470000,137300000,239770000,257120000,25873000,266550000,223670000,296640000,224470000,279970000,286160000,239440000,264620000,271280000,258590000,275000000,317450000,402110000,108920000,261100000,270120000,388450000,323310000,456440000,336790000,227330000,119810000
Q96B70,LENG9,25495000,0,0,15432000,16000000,0,17262000,18900000,0,22257000,20466000,23440000,18390000,12396000,0,19779000,16437000,36284000,15717000,23168000,11197000,42829000,20016000,29876000,0,21638000,28035000,29240000,26058000,19542000,37201000,34620000,36708000,11206000,15637000,30793000,30685000,0,0,7961600,0,0
Q96B77,TMEM186,0,0,5187800,0,0,8870900,8561700,8745000,0,0,0,6501300,0,0,0,0,0,0,0,0,9461000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19861000,15757000,16202000,13387000,25212000
Q96B97,SH3KBP1,635600000,397600000,311160000,317410000,488240000,483870000,468320000,426560000,445290000,298730000,290670000,364400000,304990000,337530000,374700000,327790000,324410000,327060000,325190000,339540000,519650000,716970000,689890000,555780000,637270000,753830000,669610000,791440000,693210000,674200000,685170000,938420000,694890000,467750000,897640000,755140000,645390000,956650000,815620000,755500000,694700000,1011900000
Q96BD0,SLCO4A1,30885000,34536000,35074000,28376000,15305000,18456000,18998000,28630000,16607000,32152000,24224000,10342000,18524000,30087000,20862000,21442000,21702000,26174000,52255000,24555000,42361000,46094000,29521000,17665000,40504000,60475000,49126000,23154000,54587000,65731000,64533000,43565000,46708000,76883000,30442000,38827000,46865000,58341000,54234000,38750000,44490000,55924000
Q96BD5,PHF21A,6184000,3958100,3986300,6334200,3817100,5346600,4869800,0,29592000,2979500,0,6956400,0,0,5513800,0,0,7235100,32934000,11895000,16150000,23478000,17480000,7499600,22241000,15224000,22535000,8457600,7875900,5365900,4250300,11585000,29223000,10463000,12120000,8319900,1880400,20543000,22410000,26833000,22365000,42305000
Q96BD8,SKA1,38757000,35364000,32897000,17353000,27655000,14509000,20596000,7315300,19318000,52322000,2742300,9923300,22091000,17365000,13654000,45144000,15233000,43477000,42927000,34927000,73295000,15020000,37641000,21929000,4769200,29418000,12278000,43602000,36153000,36512000,8986800,36549000,12758000,30352000,24412000,27989000,27466000,60974000,67056000,51419000,13646000,31883000
Q96BH1,RNF25,724720000,810230000,522480000,405710000,391570000,392800000,377410000,311750000,449630000,334440000,361410000,294970000,324400000,270600000,356570000,350520000,284210000,636810000,641140000,311740000,720340000,575970000,516590000,557670000,557080000,432570000,390010000,533380000,647370000,473050000,443390000,466280000,541390000,426130000,746430000,727930000,514230000,712000000,950970000,524520000,478690000,724560000
Q96BJ3,AIDA,26937000,12887000,9017700,0,24936000,50400000,14845000,33001000,0,22108000,20653000,3629900,29977000,26522000,25865000,21736000,36244000,72750000,24662000,92655000,39067000,35716000,34116000,40726000,51309000,71114000,76999000,75164000,22855000,50327000,57498000,19585000,81329000,0,71447000,53612000,64437000,94301000,18925000,70303000,92170000,20908000
Q96BK5,PINX1,276330000,144460000,160740000,221330000,107680000,170610000,208280000,169740000,140180000,106600000,124720000,155550000,136150000,97383000,120340000,90131000,104160000,262100000,56855000,241000000,200870000,52541000,344150000,213450000,244220000,207780000,59973000,195440000,97143000,28396000,59256000,67201000,64132000,71806000,281980000,316560000,139330000,193280000,225280000,118540000,93763000,243330000
Q96BM9,ARL8A,93626000,59416000,62599000,60967000,74304000,77829000,86222000,21471000,51098000,103460000,81409000,72059000,66565000,102550000,103620000,81767000,83560000,170700000,158210000,208310000,107890000,157240000,178540000,217700000,178410000,303430000,143900000,137550000,229580000,154460000,175300000,186450000,169280000,172430000,127180000,202750000,167100000,0,117470000,109190000,0,258890000
Q96BN2,TADA1,29586000,60454000,39272000,27152000,60022000,67849000,54577000,58825000,59010000,44283000,56607000,70712000,54111000,31140000,46484000,45862000,44629000,64735000,88954000,26901000,65469000,50389000,67178000,12656000,50463000,21367000,30614000,44739000,76008000,39398000,54103000,71783000,41942000,35442000,80088000,86167000,53201000,74727000,118650000,66079000,91248000,86537000
Q96BN8,OTULIN,255890000,166780000,208300000,124330000,85907000,187440000,174520000,166610000,128180000,191160000,180620000,101800000,110880000,141230000,129950000,156590000,175260000,193510000,189570000,102120000,246900000,323060000,191650000,197860000,163760000,195540000,250420000,247980000,146120000,216880000,192830000,258260000,213410000,163150000,145250000,173440000,153240000,157350000,162430000,201330000,155680000,199810000
Q96BP2,CHCHD1,316350000,319040000,259840000,209130000,162690000,194130000,185040000,247320000,198860000,283300000,265590000,202870000,267700000,256680000,223850000,258120000,232940000,179410000,407570000,292450000,152620000,178950000,297990000,307750000,309210000,320550000,202710000,433030000,344180000,292710000,155970000,318800000,355250000,319790000,282630000,159460000,102530000,147300000,126400000,11487000,156690000,146730000
Q96BP3,PPWD1,1286700000,1038400000,942670000,884030000,882680000,1147800000,893780000,908890000,842200000,880670000,851300000,773800000,885190000,815160000,851730000,882530000,912440000,1169400000,903810000,615910000,1093200000,1114900000,926690000,1063100000,918990000,971540000,1069300000,1011300000,1015400000,808960000,836820000,1216300000,1159500000,626250000,1109200000,956600000,774020000,1009200000,1026900000,1137200000,903200000,825660000
Q96BR1,SGK3,92592000,65237000,28524000,38874000,57984000,90196000,78698000,76015000,66653000,55380000,59755000,65229000,53810000,53304000,49318000,33095000,41268000,60770000,16978000,38430000,22718000,39997000,29082000,78682000,63279000,35233000,45797000,59703000,85638000,57665000,60614000,52097000,17205000,31175000,49495000,18500000,26636000,24450000,36862000,22099000,12071000,18271000
Q96BR5,COA7,786830000,884640000,837700000,761260000,642000000,612590000,563640000,604040000,560800000,658650000,453500000,543040000,576050000,485970000,675060000,562420000,588760000,752360000,698590000,647020000,825400000,633630000,565690000,654310000,707730000,554610000,612030000,655040000,731390000,412660000,486200000,684010000,584070000,551260000,649250000,644160000,379840000,780240000,819170000,665740000,587960000,579000000
Q96BS2,TESC,1145800000,884500000,812210000,695960000,626910000,798410000,831060000,610760000,775100000,747420000,700640000,588140000,612760000,552120000,606360000,594640000,645380000,820680000,933690000,532490000,622510000,1219700000,1267900000,904790000,828440000,863570000,1027700000,846150000,1152800000,713180000,729910000,1244500000,955470000,910200000,1129800000,1163400000,637690000,751640000,915630000,796480000,767370000,870360000
Q96BT3,CENPT,37543000,61604000,33107000,42190000,22228000,25178000,18689000,35831000,17927000,46935000,51826000,23982000,33911000,43028000,44825000,44614000,42203000,23591000,19452000,12551000,33825000,12565000,36102000,37226000,14329000,31181000,25020000,41592000,16466000,15947000,5350500,72590000,23158000,17223000,45427000,30330000,25476000,42446000,43514000,44051000,49614000,56754000
Q96BT7,ALKBH8,32562000,29875000,17846000,19739000,0,0,4978600,0,0,17891000,4766100,0,12722000,11702000,19053000,4960900,18613000,22175000,25537000,16617000,6347400,18512000,18742000,18312000,8717700,6076700,8173000,4460700,7715300,0,5014000,15400000,25420000,5640500,18312000,22560000,5725000,0,0,6989600,8440400,0
Q96BV0,ZNF775,0,0,74638000,0,10165000,0,6478900,0,0,34855000,0,0,30939000,20810000,0,61683000,0,73108000,56297000,11294000,0,0,0,64779000,0,43997000,0,0,0,109190000,108450000,53974000,0,27987000,57096000,0,49119000,0,0,62624000,40901000,36625000
Q96BW1,UPRT,16851000,19585000,13606000,12703000,0,0,0,0,0,13745000,0,0,0,6281900,0,0,0,17920000,20096000,11967000,0,22210000,18964000,14318000,23471000,14284000,20403000,30851000,22212000,17670000,14770000,21146000,12377000,17414000,19730000,17712000,14249000,10087000,0,0,12738000,0
Q96BW5,PTER,705700000,875390000,646840000,615360000,576580000,722980000,722230000,625860000,682420000,492290000,473640000,638610000,542420000,504640000,561310000,555390000,579430000,677210000,717490000,419060000,865990000,667940000,793730000,570590000,546320000,541750000,510010000,620650000,544390000,299310000,323620000,504900000,492350000,351630000,548180000,564700000,574910000,622310000,569650000,767870000,408540000,764900000
Q96BW9,TAMM41,280460000,170790000,189240000,157540000,205480000,174200000,177890000,189810000,191560000,151010000,166970000,118320000,203600000,113980000,154360000,194840000,211320000,265450000,275300000,125300000,284120000,219910000,217400000,160800000,115990000,154550000,155920000,248360000,150680000,187850000,136660000,314470000,205100000,69727000,276350000,193270000,225560000,304770000,268660000,277260000,246030000,265650000
Q96BX8,MOB3A,23555000,0,6800600,0,11273000,0,5817400,8687400,0,13677000,0,0,0,0,4518700,0,5853800,16209000,11265000,0,17885000,7756700,24482000,19379000,0,0,0,0,19855000,0,0,24711000,0,17376000,9214200,11103000,0,0,9564000,0,16027000,9635600
Q96BY7,ATG2B,67924000,42357000,22373000,32187000,30922000,20329000,9918300,10153000,5112600,41942000,40890000,44648000,27723000,16730000,16614000,23790000,33783000,10019000,19533000,60762000,16612000,33556000,31388000,51921000,28389000,20551000,33491000,41347000,41745000,31188000,21161000,63318000,113080000,26557000,45395000,41423000,20060000,53022000,67055000,36847000,11117000,26954000
Q96BY9,SARAF,30648000,26580000,19514000,18740000,21752000,11569000,19105000,16849000,19999000,8671700,13628000,4769700,20660000,14483000,20827000,19980000,18079000,37607000,32419000,15224000,20077000,49376000,39005000,31826000,31827000,24609000,40921000,12707000,31697000,17211000,14694000,38047000,28259000,24667000,54406000,54789000,16734000,0,13031000,28657000,6080900,13063000
Q96BZ8,LENG1,115020000,63779000,39741000,53992000,84266000,106040000,105760000,95926000,72879000,68144000,79997000,81608000,43058000,44802000,57351000,70625000,21172000,111930000,75763000,77536000,135980000,185370000,117210000,162350000,137100000,74432000,94341000,138600000,18147000,31082000,48358000,92705000,65530000,67963000,127550000,132740000,84283000,178610000,107210000,159060000,42626000,145600000
Q96BZ9,TBC1D20,207940000,130630000,104210000,62604000,89259000,95954000,73216000,84189000,79171000,104670000,67286000,57323000,74606000,85809000,83942000,97925000,86083000,148250000,135900000,158790000,71200000,176330000,79610000,46830000,71327000,110960000,126370000,139400000,103810000,88072000,83705000,166940000,161250000,53810000,154750000,153230000,120960000,82831000,185660000,120530000,45021000,60238000
Q96C01,FAM136A,2228200000,1511700000,1790300000,1631500000,1460000000,1663000000,1627500000,1365400000,1694300000,1660700000,1017600000,1270600000,1450300000,1304200000,1070500000,1325500000,1530000000,1746300000,1282400000,1045800000,1720700000,1471400000,1365100000,1340000000,928840000,1418300000,888000000,595490000,1411000000,1059100000,1116600000,1654000000,1924200000,796240000,1370300000,1072900000,1390700000,1685000000,1706100000,1290200000,1005200000,1414500000
Q96C11,FGGY,78871000,40813000,37120000,16486000,9044600,0,4019000,0,12336000,18724000,19761000,11301000,24748000,13198000,7155000,24331000,13530000,34738000,50860000,16385000,32850000,76458000,53764000,39709000,56070000,0,18545000,25102000,19632000,19665000,8963600,77903000,42885000,33229000,36716000,68073000,15006000,11369000,21440000,53132000,27440000,52092000
Q96C12,ARMC5,19572000,12263000,11750000,0,16520000,26793000,11787000,22002000,7176700,11589000,11284000,6978200,9145900,10512000,19552000,10354000,7375400,41421000,9619600,21768000,8028100,0,16502000,12546000,0,0,31323000,13367000,0,24925000,13095000,13755000,16137000,7323600,17184000,9613600,21503000,8676100,15620000,9195000,11352000,17916000
Q96C19,EFHD2,2607900000,2141900000,1734000000,1290300000,1863200000,1853700000,1730200000,1879300000,1823600000,1652400000,1702800000,1914300000,1334000000,1696700000,1535700000,1619000000,1684500000,2209800000,1766500000,1534200000,2367100000,2061300000,2566600000,2674300000,2513300000,2301400000,1955700000,2143000000,2347500000,1748700000,1773600000,2219600000,1966500000,1402600000,2596800000,1828400000,2334700000,2479100000,2334900000,2140700000,2928100000,2255200000
Q96C23,GALM,4859900000,3077100000,3448400000,2787100000,4211500000,3281100000,3151100000,3587900000,3296800000,2996600000,2354700000,3310200000,2269500000,2413900000,2389200000,2581500000,3074600000,4160300000,2142100000,2918600000,4172800000,2684800000,3057300000,4528600000,3877700000,1863800000,3476400000,3999600000,3214800000,3848500000,3324300000,3862000000,4337700000,1720900000,3722300000,3511100000,4589300000,4161100000,5226100000,5502100000,2985100000,3288100000
Q96C34,RUNDC1,19462000,27030000,37805000,32920000,26880000,29922000,18304000,40285000,13806000,15234000,21023000,19263000,17654000,17598000,10029000,4694300,17384000,13856000,37840000,15107000,35648000,17309000,44950000,22970000,19880000,25751000,23539000,28961000,33184000,5700500,4745200,17607000,39267000,28121000,38337000,33722000,28441000,24536000,20373000,26943000,19086000,5066200
Q96C36,PYCR2,2853100000,2519100000,2065000000,2292000000,2640700000,2670700000,2597500000,3040300000,2654300000,2376300000,2489800000,2672800000,2333600000,2407400000,2411100000,2620600000,2549000000,2990400000,2218300000,1637900000,2326100000,4565200000,4182300000,4602100000,3879400000,3701800000,3666600000,4913100000,4107100000,3865800000,3873900000,3245800000,4337400000,2789500000,4352800000,4303100000,3199200000,4776400000,5646700000,4849300000,4626400000,4800700000
Q96C55,ZNF524,18052000,20945000,17633000,12133000,14867000,13924000,7113900,7191000,12964000,10947000,10070000,10539000,11562000,10224000,14807000,11106000,8745400,15728000,0,0,13339000,3535800,21687000,11813000,16696000,8889400,572790,10189000,8039200,0,0,0,301760,536520,16565000,15345000,0,18586000,3058600,0,13870000,2955300
Q96C57,C12orf43,81835000,108000000,76203000,75007000,54164000,59108000,66779000,69353000,27628000,75228000,70724000,40115000,41315000,72052000,43950000,48617000,65191000,56429000,64379000,56606000,49086000,121340000,162020000,148800000,137490000,71960000,105640000,95556000,155770000,113210000,80621000,100080000,170860000,162510000,136630000,122880000,98838000,60580000,92991000,119360000,136650000,138490000
Q96C86,DCPS,1401900000,843200000,713280000,724270000,884020000,1042200000,683290000,989040000,809080000,666320000,687670000,803020000,641510000,478050000,568810000,570800000,731780000,1420400000,1047900000,916740000,1715200000,923470000,1008700000,1073500000,859230000,901810000,946930000,1262200000,904420000,662090000,741060000,1087300000,1261300000,418160000,1311600000,1203400000,1099900000,1311200000,1413800000,1375800000,900960000,1248300000
Q96C90,PPP1R14B,624990000,763550000,1040500000,1162700000,874670000,886140000,475750000,962690000,929700000,982660000,1046900000,957660000,827120000,862650000,983240000,973500000,855220000,1561400000,898720000,643920000,706340000,1207500000,1141800000,1206600000,1155100000,748870000,665860000,1089400000,1190500000,872900000,942980000,553750000,777470000,774580000,678970000,656300000,1102300000,576150000,708930000,815630000,593000000,538610000
Q96CB8,INTS12,113600000,463690000,76241000,96296000,90242000,87101000,86533000,97817000,87707000,85867000,73975000,96297000,90468000,92158000,66859000,94848000,86575000,117700000,91056000,73686000,101220000,149490000,129270000,116470000,102030000,98101000,145740000,168960000,131020000,119680000,85355000,179320000,158260000,120840000,133240000,135910000,141270000,108710000,155390000,187110000,79254000,102510000
Q96CB9,NSUN4,824040000,607750000,507530000,546840000,547620000,449480000,396780000,517060000,449710000,521520000,320360000,431350000,399530000,427310000,430330000,393650000,359890000,748670000,455210000,410750000,710450000,782080000,857850000,850650000,764980000,651170000,768380000,862890000,490500000,545490000,552240000,769200000,695120000,354900000,978980000,758400000,684960000,847290000,764110000,904090000,932640000,784470000
